PM25DAL12_PC,PM25DAL12_01,POSTALCODE_12,PROV_12
V5C1N2,0.4,V5C1N2,BC
V5C1N3,0.4,V5C1N3,BC
V5C1N4,0.4,V5C1N4,BC
V5C1N5,0.4,V5C1N5,BC
V5C1N6,0.4,V5C1N6,BC
V5C1N7,0.4,V5C1N7,BC
V5C1N8,0,V5C1N8,BC
V5C1N9,0,V5C1N9,BC
V5C1P1,0,V5C1P1,BC
V5C1P3,0.4,V5C1P3,BC
V5C1P4,0.4,V5C1P4,BC
V5C1P5,0.4,V5C1P5,BC
V5C1P6,0.4,V5C1P6,BC
V5C1P7,0.4,V5C1P7,BC
V5C1P8,0.4,V5C1P8,BC
V5C1P9,0,V5C1P9,BC
V5C1R1,0.4,V5C1R1,BC
V5C1R2,0,V5C1R2,BC
V5C1R3,0,V5C1R3,BC
V5C1R4,0.4,V5C1R4,BC
V5C1R5,0.4,V5C1R5,BC
V5C1R6,0.4,V5C1R6,BC
V5C1R7,0.4,V5C1R7,BC
V5C1R8,0.4,V5C1R8,BC
V5C1R9,0,V5C1R9,BC
V5C1S1,0,V5C1S1,BC
V5C1S2,0.4,V5C1S2,BC
V5C1S3,0.4,V5C1S3,BC
V5C1S4,0.4,V5C1S4,BC
V5C1S5,0.4,V5C1S5,BC
V5C1S6,0.4,V5C1S6,BC
V5C1S7,0.4,V5C1S7,BC
V5C1S8,0.4,V5C1S8,BC
V5C1S9,0.4,V5C1S9,BC
V5C1T1,0.4,V5C1T1,BC
V5C1T2,0.4,V5C1T2,BC
V5C1T3,0.4,V5C1T3,BC
V5C1T4,0.4,V5C1T4,BC
V5C1T5,0.4,V5C1T5,BC
V5C1T6,0.4,V5C1T6,BC
V5C1T7,0.4,V5C1T7,BC
V5C1T8,0.4,V5C1T8,BC
V5C1T9,0.4,V5C1T9,BC
V5C1V1,0.4,V5C1V1,BC
V5C1V2,0.4,V5C1V2,BC
V5C1V3,0.4,V5C1V3,BC
V5C1V4,0,V5C1V4,BC
V5C1V5,0,V5C1V5,BC
V5C1V6,0,V5C1V6,BC
V5C1V8,0,V5C1V8,BC
V5C1W1,0,V5C1W1,BC
V5C1W2,0,V5C1W2,BC
V5C1W3,0,V5C1W3,BC
V5C1W4,0,V5C1W4,BC
V5C1W5,0,V5C1W5,BC
V5C1W6,0,V5C1W6,BC
V5C1W7,0,V5C1W7,BC
V5C1W8,0,V5C1W8,BC
V5C1W9,0,V5C1W9,BC
V5C1X1,0,V5C1X1,BC
V5C1X2,0,V5C1X2,BC
V5C1X4,0,V5C1X4,BC
V5C1X5,0,V5C1X5,BC
V5C1X6,0,V5C1X6,BC
V5C1X7,0,V5C1X7,BC
V5C1X9,0,V5C1X9,BC
V5C1Y1,0,V5C1Y1,BC
V5C1Y2,0,V5C1Y2,BC
V5C1Y3,0,V5C1Y3,BC
V5C1Y4,0,V5C1Y4,BC
V5C1Y5,0,V5C1Y5,BC
V5C1Y6,0,V5C1Y6,BC
V5C1Y7,0,V5C1Y7,BC
V5C1Y8,0,V5C1Y8,BC
V5C1Y9,0,V5C1Y9,BC
V5C1Z1,0,V5C1Z1,BC
V5C1Z2,0,V5C1Z2,BC
V5C1Z3,0,V5C1Z3,BC
V5C1Z4,0,V5C1Z4,BC
V5C1Z5,0,V5C1Z5,BC
V5C1Z6,0,V5C1Z6,BC
V5C1Z7,0,V5C1Z7,BC
V5C1Z8,0,V5C1Z8,BC
V5C1Z9,0,V5C1Z9,BC
V5C2A1,0,V5C2A1,BC
V5C2A2,0,V5C2A2,BC
V5C2A3,0,V5C2A3,BC
V5C2A4,0,V5C2A4,BC
V5C2A5,0,V5C2A5,BC
V5C2A6,0,V5C2A6,BC
V5C2A7,0,V5C2A7,BC
V5C2A8,0,V5C2A8,BC
V5C2A9,0,V5C2A9,BC
V5C2B1,0,V5C2B1,BC
V5C2B2,0,V5C2B2,BC
V5C2B3,0,V5C2B3,BC
V5C2B4,0,V5C2B4,BC
V5C2B5,0,V5C2B5,BC
V5C2B6,0,V5C2B6,BC
V5C2B7,0,V5C2B7,BC
V5C2B8,0,V5C2B8,BC
V5C2B9,0,V5C2B9,BC
V5C2C2,0,V5C2C2,BC
V5C2C3,0,V5C2C3,BC
V5C2C4,0,V5C2C4,BC
V5C2C5,0,V5C2C5,BC
V5C2C6,0,V5C2C6,BC
V5C2C8,0,V5C2C8,BC
V5C2C9,0,V5C2C9,BC
V5C2E1,0,V5C2E1,BC
V5C2E2,0,V5C2E2,BC
V5C2E3,0,V5C2E3,BC
V5C2E4,0,V5C2E4,BC
V5C2E5,0,V5C2E5,BC
V5C2E6,0,V5C2E6,BC
V5C2E7,0,V5C2E7,BC
V5C2E8,0,V5C2E8,BC
V5C2E9,0,V5C2E9,BC
V5C2G1,0,V5C2G1,BC
V5C2G2,0,V5C2G2,BC
V5C2G3,0,V5C2G3,BC
V5C2G4,0,V5C2G4,BC
V5C2G5,0,V5C2G5,BC
V5C2G6,0,V5C2G6,BC
V5C2G7,0,V5C2G7,BC
V5C2G8,0,V5C2G8,BC
V5C2G9,0,V5C2G9,BC
V5C2H1,0,V5C2H1,BC
V5C2H2,0,V5C2H2,BC
V5C2H3,0,V5C2H3,BC
V5C2H4,0,V5C2H4,BC
V5C2H5,0,V5C2H5,BC
V5C2H6,0,V5C2H6,BC
V5C2H7,0,V5C2H7,BC
V5C2H8,0,V5C2H8,BC
V5C2H9,0,V5C2H9,BC
V5C2J1,0,V5C2J1,BC
V5C2J2,0,V5C2J2,BC
V5C2J3,0,V5C2J3,BC
V5C2J4,0,V5C2J4,BC
V5C2J5,0,V5C2J5,BC
V5C2J6,0,V5C2J6,BC
V5C2J7,0,V5C2J7,BC
V5C2J8,0,V5C2J8,BC
V5C2J9,0,V5C2J9,BC
V5C2K1,0,V5C2K1,BC
V5C2K2,0,V5C2K2,BC
V5C2K3,0,V5C2K3,BC
V5C2K4,0,V5C2K4,BC
V5C2K5,0,V5C2K5,BC
V5C2K6,0,V5C2K6,BC
V5C2K7,0,V5C2K7,BC
V5C2K8,0,V5C2K8,BC
V5C2K9,0,V5C2K9,BC
V5C2L1,0,V5C2L1,BC
V5C2L2,0,V5C2L2,BC
V5C2L3,0,V5C2L3,BC
V5C2L4,0,V5C2L4,BC
V5C2L5,0,V5C2L5,BC
V5C2L6,0,V5C2L6,BC
V5C2L7,0,V5C2L7,BC
V5C2L8,0,V5C2L8,BC
V5C2L9,0,V5C2L9,BC
V5C2M1,0,V5C2M1,BC
V5C2M2,0,V5C2M2,BC
V5C2M3,0,V5C2M3,BC
V5C2M4,0,V5C2M4,BC
V5C2M5,0,V5C2M5,BC
V5C2M6,0,V5C2M6,BC
V5C2M7,0,V5C2M7,BC
V5C2M9,0,V5C2M9,BC
V5C2N1,0,V5C2N1,BC
V5C2N2,0,V5C2N2,BC
V5C2N3,0,V5C2N3,BC
V5C2N4,0,V5C2N4,BC
V5C2N5,0,V5C2N5,BC
V5C2N6,0,V5C2N6,BC
V5C2N7,0,V5C2N7,BC
V5C2N8,0,V5C2N8,BC
V5C2N9,0,V5C2N9,BC
V5C2P1,0,V5C2P1,BC
V5C2P2,0,V5C2P2,BC
V5C2P3,0,V5C2P3,BC
V5C2P4,0,V5C2P4,BC
V5C2P5,0,V5C2P5,BC
V5C2P6,0,V5C2P6,BC
V5C2P7,0,V5C2P7,BC
V5C2P8,0,V5C2P8,BC
V5C2P9,0,V5C2P9,BC
V5C2R1,0,V5C2R1,BC
V5C2R2,0,V5C2R2,BC
V5C2R3,0,V5C2R3,BC
V5C2R4,0,V5C2R4,BC
V5C2R5,0,V5C2R5,BC
V5C2R6,0,V5C2R6,BC
V5C2R7,0,V5C2R7,BC
V5C2R8,0,V5C2R8,BC
V5C2R9,0,V5C2R9,BC
V5C2S1,0,V5C2S1,BC
V5C2S2,0,V5C2S2,BC
V5C2S3,0,V5C2S3,BC
V5C2S4,0,V5C2S4,BC
V5C2S5,0,V5C2S5,BC
V5C2S6,0,V5C2S6,BC
V5C2S7,0,V5C2S7,BC
V5C2S8,0,V5C2S8,BC
V5C2S9,0,V5C2S9,BC
V5C2T1,0,V5C2T1,BC
V5C2T2,0,V5C2T2,BC
V5C2T3,0,V5C2T3,BC
V5C2T4,0,V5C2T4,BC
V5C2T5,0,V5C2T5,BC
V5C2T6,0,V5C2T6,BC
V5C2T7,0,V5C2T7,BC
V5C2T8,0,V5C2T8,BC
V5C2T9,0,V5C2T9,BC
V5C2V1,0,V5C2V1,BC
V5C2V2,0,V5C2V2,BC
V5C2V3,0,V5C2V3,BC
V5C2V4,0,V5C2V4,BC
V5C2V5,0,V5C2V5,BC
V5C2V6,0,V5C2V6,BC
V5C2V7,0,V5C2V7,BC
V5C2V8,0,V5C2V8,BC
V5C2V9,0,V5C2V9,BC
V5C2W1,0,V5C2W1,BC
V5C2W2,0,V5C2W2,BC
V5C2W3,0,V5C2W3,BC
V5C2W4,0,V5C2W4,BC
V5C2W5,0,V5C2W5,BC
V5C2W6,0,V5C2W6,BC
V5C2W7,0,V5C2W7,BC
V5C2W8,0,V5C2W8,BC
V5C2W9,0,V5C2W9,BC
V5C2X1,0,V5C2X1,BC
V5C2X2,0,V5C2X2,BC
V5C2X3,0,V5C2X3,BC
V5C2X4,0,V5C2X4,BC
V5C2X5,0,V5C2X5,BC
V5C2X6,0,V5C2X6,BC
V5C2X7,0,V5C2X7,BC
V5C2X8,0,V5C2X8,BC
V5C2X9,0,V5C2X9,BC
V5C2Y1,0,V5C2Y1,BC
V5C2Y2,0,V5C2Y2,BC
V5C2Y3,0,V5C2Y3,BC
V5C2Y4,0,V5C2Y4,BC
V5C2Y5,0,V5C2Y5,BC
V5C2Y6,0,V5C2Y6,BC
V5C2Y7,0,V5C2Y7,BC
V5C2Y8,0,V5C2Y8,BC
V5C2Y9,0,V5C2Y9,BC
V5C2Z1,0,V5C2Z1,BC
V5C2Z2,0,V5C2Z2,BC
V5C2Z3,0,V5C2Z3,BC
V5C2Z4,0,V5C2Z4,BC
V5C2Z5,0,V5C2Z5,BC
V5C2Z6,0,V5C2Z6,BC
V5C2Z7,0,V5C2Z7,BC
V5C2Z8,0,V5C2Z8,BC
V5C2Z9,0,V5C2Z9,BC
V5C3A1,0,V5C3A1,BC
V5C3A2,0,V5C3A2,BC
V5C3A3,0,V5C3A3,BC
V5C3A4,0,V5C3A4,BC
V5C3A5,0,V5C3A5,BC
V5C3A6,0,V5C3A6,BC
V5C3A7,0,V5C3A7,BC
V5C3A8,0,V5C3A8,BC
V5C3A9,0,V5C3A9,BC
V5C3B1,0,V5C3B1,BC
V5C3B2,0,V5C3B2,BC
V5C3B3,0,V5C3B3,BC
V5C3B4,0,V5C3B4,BC
V5C3B5,0,V5C3B5,BC
V5C3B6,0,V5C3B6,BC
V5C3B7,0,V5C3B7,BC
V5C3B8,0,V5C3B8,BC
V5C3B9,0,V5C3B9,BC
V5C3C1,0,V5C3C1,BC
V5C3C2,0,V5C3C2,BC
V5C3C3,0,V5C3C3,BC
V5C3C4,0,V5C3C4,BC
V5C3C5,0,V5C3C5,BC
V5C3C6,0,V5C3C6,BC
V5C3C7,0,V5C3C7,BC
V5C3C8,0,V5C3C8,BC
V5C3C9,0,V5C3C9,BC
V5C3E1,0,V5C3E1,BC
V5C3E2,0,V5C3E2,BC
V5C3E3,0,V5C3E3,BC
V5C3E4,0,V5C3E4,BC
V5C3E5,0,V5C3E5,BC
V5C3E6,0,V5C3E6,BC
V5C3E7,0,V5C3E7,BC
V5C3E8,0,V5C3E8,BC
V5C3E9,0,V5C3E9,BC
V5C3G1,0,V5C3G1,BC
V5C3G2,0,V5C3G2,BC
V5C3G3,0,V5C3G3,BC
V5C3G4,0,V5C3G4,BC
V5C3G5,0,V5C3G5,BC
V5C3G6,0,V5C3G6,BC
V5C3G7,0,V5C3G7,BC
V5C3G8,0,V5C3G8,BC
V5C3G9,0,V5C3G9,BC
V5C3H1,0,V5C3H1,BC
V5C3H2,0,V5C3H2,BC
V5C3H3,0,V5C3H3,BC
V5C3H4,0,V5C3H4,BC
V5C3H5,0,V5C3H5,BC
V5C3H6,0,V5C3H6,BC
V5C3H7,0,V5C3H7,BC
V5C3H8,0,V5C3H8,BC
V5C3H9,0,V5C3H9,BC
V5C3J1,0,V5C3J1,BC
V5C3J2,0,V5C3J2,BC
V5C3J3,0,V5C3J3,BC
V5C3J4,0,V5C3J4,BC
V5C3J5,0,V5C3J5,BC
V5C3J6,0,V5C3J6,BC
V5C3J7,0,V5C3J7,BC
V5C3J8,0,V5C3J8,BC
V5C3J9,0,V5C3J9,BC
V5C3K1,0,V5C3K1,BC
V5C3K2,0,V5C3K2,BC
V5C3K3,0,V5C3K3,BC
V5C3K4,0,V5C3K4,BC
V5C3K5,0,V5C3K5,BC
V5C3K7,0,V5C3K7,BC
V5C3K8,0,V5C3K8,BC
V5C3K9,0,V5C3K9,BC
V5C3L1,0,V5C3L1,BC
V5C3L2,0,V5C3L2,BC
V5C3L3,0,V5C3L3,BC
V5C3L4,0,V5C3L4,BC
V5C3L5,0,V5C3L5,BC
V5C3L6,0,V5C3L6,BC
V5C3L8,0,V5C3L8,BC
V5C3L9,0,V5C3L9,BC
V5C3M2,0,V5C3M2,BC
V5C3M3,0,V5C3M3,BC
V5C3M4,0,V5C3M4,BC
V5C3M5,0,V5C3M5,BC
V5C3M6,0,V5C3M6,BC
V5C3M7,0,V5C3M7,BC
V5C3M8,0,V5C3M8,BC
V5C3M9,0,V5C3M9,BC
V5C3N1,0,V5C3N1,BC
V5C3N2,0,V5C3N2,BC
V5C3N3,0,V5C3N3,BC
V5C3N4,0,V5C3N4,BC
V5C3N5,0,V5C3N5,BC
V5C3N6,0,V5C3N6,BC
V5C3N7,0,V5C3N7,BC
V5C3N8,0,V5C3N8,BC
V5C3N9,0,V5C3N9,BC
V5C3P1,0,V5C3P1,BC
V5C3P2,0,V5C3P2,BC
V5C3P3,0,V5C3P3,BC
V5C3P4,0,V5C3P4,BC
V5C3P5,0,V5C3P5,BC
V5C3P6,0,V5C3P6,BC
V5C3P7,0,V5C3P7,BC
V5C3P8,0,V5C3P8,BC
V5C3P9,0,V5C3P9,BC
V5C3R1,0,V5C3R1,BC
V5C3R2,0,V5C3R2,BC
V5C3R3,0,V5C3R3,BC
V5C3R4,0,V5C3R4,BC
V5C3R5,0,V5C3R5,BC
V5C3R6,0,V5C3R6,BC
V5C3R7,0,V5C3R7,BC
V5C3R8,0,V5C3R8,BC
V5C3R9,0,V5C3R9,BC
V5C3S1,0,V5C3S1,BC
V5C3S2,0,V5C3S2,BC
V5C3S3,0,V5C3S3,BC
V5C3S4,0,V5C3S4,BC
V5C3S5,0,V5C3S5,BC
V5C3S6,0,V5C3S6,BC
V5C3S7,0,V5C3S7,BC
V5C3S8,0,V5C3S8,BC
V5C3S9,0,V5C3S9,BC
V5C3T1,0,V5C3T1,BC
V5C3T2,0,V5C3T2,BC
V5C3T3,0,V5C3T3,BC
V5C3T4,0,V5C3T4,BC
V5C3T5,0,V5C3T5,BC
V5C3T6,0,V5C3T6,BC
V5C3T7,0,V5C3T7,BC
V5C3T8,0,V5C3T8,BC
V5C3T9,0,V5C3T9,BC
V5C3V1,0,V5C3V1,BC
V5C3V2,0,V5C3V2,BC
V5C3V3,0,V5C3V3,BC
V5C3V4,0,V5C3V4,BC
V5C3V5,0,V5C3V5,BC
V5C3V6,0,V5C3V6,BC
V5C3V8,0,V5C3V8,BC
V5C3V9,0,V5C3V9,BC
V5C3W1,0,V5C3W1,BC
V5C3W2,0,V5C3W2,BC
V5C3W3,0,V5C3W3,BC
V5C3W4,0,V5C3W4,BC
V5C3W5,0,V5C3W5,BC
V5C3W6,0,V5C3W6,BC
V5C3W7,0,V5C3W7,BC
V5C3W9,0,V5C3W9,BC
V5C3X1,0,V5C3X1,BC
V5C3X2,0,V5C3X2,BC
V5C3X3,0,V5C3X3,BC
V5C3X4,0,V5C3X4,BC
V5C3X5,0,V5C3X5,BC
V5C3X7,0,V5C3X7,BC
V5C3Y1,0,V5C3Y1,BC
V5C3Y2,0,V5C3Y2,BC
V5C3Y3,0,V5C3Y3,BC
V5C3Y5,0,V5C3Y5,BC
V5C3Y6,0,V5C3Y6,BC
V5C3Y7,0,V5C3Y7,BC
V5C3Y8,0,V5C3Y8,BC
V5C3Z2,0,V5C3Z2,BC
V5C3Z3,0,V5C3Z3,BC
V5C3Z4,0,V5C3Z4,BC
V5C3Z5,0,V5C3Z5,BC
V5C3Z6,0,V5C3Z6,BC
V5C3Z7,0,V5C3Z7,BC
V5C4A1,0,V5C4A1,BC
V5C4A5,0,V5C4A5,BC
V5C4A6,0,V5C4A6,BC
V5C4A7,0,V5C4A7,BC
V5C4A8,0,V5C4A8,BC
V5C4A9,0,V5C4A9,BC
V5C4B1,0,V5C4B1,BC
V5C4B3,0,V5C4B3,BC
V5C4B4,0,V5C4B4,BC
V5C4B6,0,V5C4B6,BC
V5C4B8,0,V5C4B8,BC
V5C4B9,0,V5C4B9,BC
V5C4C1,0,V5C4C1,BC
V5C4C3,0,V5C4C3,BC
V5C4C4,0,V5C4C4,BC
V5C4C8,0,V5C4C8,BC
V5C4E1,0,V5C4E1,BC
V5C4E2,0,V5C4E2,BC
V5C4E4,0.2,V5C4E4,BC
V5C4E5,0.2,V5C4E5,BC
V5C4E7,0,V5C4E7,BC
V5C4E8,0,V5C4E8,BC
V5C4E9,0,V5C4E9,BC
V5C4G1,0,V5C4G1,BC
V5C4G2,0,V5C4G2,BC
V5C4G3,0,V5C4G3,BC
V5C4G5,0,V5C4G5,BC
V5C4G6,0,V5C4G6,BC
V5C4G7,0,V5C4G7,BC
V5C4G8,0,V5C4G8,BC
V5C4H4,0.2,V5C4H4,BC
V5C4J1,0,V5C4J1,BC
V5C4J2,0,V5C4J2,BC
V5C4J3,0,V5C4J3,BC
V5C4J4,0,V5C4J4,BC
V5C4J5,0,V5C4J5,BC
V5C4J8,0,V5C4J8,BC
V5C4J9,0,V5C4J9,BC
V5C4K1,0,V5C4K1,BC
V5C4K2,0,V5C4K2,BC
V5C4K3,0,V5C4K3,BC
V5C4K4,0,V5C4K4,BC
V5C4K5,0,V5C4K5,BC
V5C4K6,0,V5C4K6,BC
V5C4K7,0,V5C4K7,BC
V5C4L1,0,V5C4L1,BC
V5C4L2,0,V5C4L2,BC
V5C4L3,0,V5C4L3,BC
V5C4L4,0,V5C4L4,BC
V5C4L5,0,V5C4L5,BC
V5C4L7,0,V5C4L7,BC
V5C4L8,0,V5C4L8,BC
V5C4L9,0,V5C4L9,BC
V5C4M1,0,V5C4M1,BC
V5C4M3,0,V5C4M3,BC
V5C4M4,0,V5C4M4,BC
V5C4M5,0,V5C4M5,BC
V5C4M6,0,V5C4M6,BC
V5C4M7,0,V5C4M7,BC
V5C4M8,0,V5C4M8,BC
V5C4N1,0,V5C4N1,BC
V5C4N3,0,V5C4N3,BC
V5C4N4,0,V5C4N4,BC
V5C4N5,0.4,V5C4N5,BC
V5C4N6,0,V5C4N6,BC
V5C4N7,0,V5C4N7,BC
V5C4N8,0.4,V5C4N8,BC
V5C4N9,0.4,V5C4N9,BC
V5C4P1,0,V5C4P1,BC
V5C4P2,0,V5C4P2,BC
V5C4P3,0,V5C4P3,BC
V5C4P4,0,V5C4P4,BC
V5C4P5,0,V5C4P5,BC
V5C4P6,0,V5C4P6,BC
V5C4P7,0,V5C4P7,BC
V5C4P8,0,V5C4P8,BC
V5C4P9,0,V5C4P9,BC
V5C4R1,0,V5C4R1,BC
V5C4R2,0,V5C4R2,BC
V5C4R4,0,V5C4R4,BC
V5C4R5,0,V5C4R5,BC
V5C4R7,0,V5C4R7,BC
V5C4R8,0,V5C4R8,BC
V5C4R9,0,V5C4R9,BC
V5C4S1,0,V5C4S1,BC
V5C4S2,0,V5C4S2,BC
V5C4S3,0,V5C4S3,BC
V5C4S4,0,V5C4S4,BC
V5C4S5,0,V5C4S5,BC
V5C4S7,0,V5C4S7,BC
V5C4S8,0,V5C4S8,BC
V5C4S9,0,V5C4S9,BC
V5C4T1,0,V5C4T1,BC
V5C4T2,0,V5C4T2,BC
V5C4T3,0,V5C4T3,BC
V5C4T4,0,V5C4T4,BC
V5C4T5,0,V5C4T5,BC
V5C4T6,0,V5C4T6,BC
V5C4T7,0,V5C4T7,BC
V5C4T9,0,V5C4T9,BC
V5C4V1,0,V5C4V1,BC
V5C4V2,0,V5C4V2,BC
V5C4V3,0,V5C4V3,BC
V5C4V4,0,V5C4V4,BC
V5C4V5,0,V5C4V5,BC
V5C4V6,0,V5C4V6,BC
V5C4V7,0,V5C4V7,BC
V5C4V8,0,V5C4V8,BC
V5C4Y2,0,V5C4Y2,BC
V5C4Y3,0,V5C4Y3,BC
V5C4Y4,0,V5C4Y4,BC
V5C4Y5,0,V5C4Y5,BC
V5C4Y6,0,V5C4Y6,BC
V5C4Y7,0,V5C4Y7,BC
V5C4Y8,0,V5C4Y8,BC
V5C4Y9,0,V5C4Y9,BC
V5C4Z4,0,V5C4Z4,BC
V5C4Z5,0,V5C4Z5,BC
V5C4Z6,0,V5C4Z6,BC
V5C4Z7,0,V5C4Z7,BC
V5C4Z8,0,V5C4Z8,BC
V5C4Z9,0,V5C4Z9,BC
V5C5A1,0,V5C5A1,BC
V5C5A2,0,V5C5A2,BC
V5C5A3,0,V5C5A3,BC
V5C5A4,0,V5C5A4,BC
V5C5A5,0,V5C5A5,BC
V5C5A6,0,V5C5A6,BC
V5C5A7,0.2,V5C5A7,BC
V5C5A9,0.2,V5C5A9,BC
V5C5B2,0.2,V5C5B2,BC
V5C5B4,0.4,V5C5B4,BC
V5C5B5,0.4,V5C5B5,BC
V5C5B7,0.4,V5C5B7,BC
V5C5B8,0,V5C5B8,BC
V5C5B9,0,V5C5B9,BC
V5C5C1,0,V5C5C1,BC
V5C5C2,0,V5C5C2,BC
V5C5C3,0,V5C5C3,BC
V5C5C5,0,V5C5C5,BC
V5C5C6,0,V5C5C6,BC
V5C5C7,0,V5C5C7,BC
V5C5C8,0,V5C5C8,BC
V5C5C9,0,V5C5C9,BC
V5C5E1,0,V5C5E1,BC
V5C5E2,0,V5C5E2,BC
V5C5E3,0,V5C5E3,BC
V5C5E4,0,V5C5E4,BC
V5C5E5,0,V5C5E5,BC
V5C5E6,0,V5C5E6,BC
V5C5E7,0,V5C5E7,BC
V5C5E8,0,V5C5E8,BC
V5C5E9,0,V5C5E9,BC
V5C5G1,0,V5C5G1,BC
V5C5G2,0,V5C5G2,BC
V5C5G4,0,V5C5G4,BC
V5C5G7,0,V5C5G7,BC
V5C5G8,0,V5C5G8,BC
V5C5H2,0,V5C5H2,BC
V5C5H3,0,V5C5H3,BC
V5C5H4,0,V5C5H4,BC
V5C5H5,0,V5C5H5,BC
V5C5H6,0,V5C5H6,BC
V5C5H7,0,V5C5H7,BC
V5C5H8,0,V5C5H8,BC
V5C5J2,0,V5C5J2,BC
V5C5J3,0,V5C5J3,BC
V5C5J4,0,V5C5J4,BC
V5C5J5,0,V5C5J5,BC
V5C5J6,0,V5C5J6,BC
V5C5J7,0,V5C5J7,BC
V5C5J9,0,V5C5J9,BC
V5C5K2,0,V5C5K2,BC
V5C5K3,0,V5C5K3,BC
V5C5K4,0,V5C5K4,BC
V5C5K5,0,V5C5K5,BC
V5C5K6,0,V5C5K6,BC
V5C5K7,0,V5C5K7,BC
V5C5L2,0,V5C5L2,BC
V5C5L6,0,V5C5L6,BC
V5C5L7,0,V5C5L7,BC
V5C5L8,0,V5C5L8,BC
V5C5L9,0,V5C5L9,BC
V5C5M1,0,V5C5M1,BC
V5C5M2,0,V5C5M2,BC
V5C5M3,0,V5C5M3,BC
V5C5M4,0,V5C5M4,BC
V5C5M5,0,V5C5M5,BC
V5C5M6,0,V5C5M6,BC
V5C5M7,0,V5C5M7,BC
V5C5M8,0,V5C5M8,BC
V5C5N1,0,V5C5N1,BC
V5C5N2,0,V5C5N2,BC
V5C5N3,0,V5C5N3,BC
V5C5N4,0,V5C5N4,BC
V5C5N5,0,V5C5N5,BC
V5C5N7,0,V5C5N7,BC
V5C5N8,0,V5C5N8,BC
V5C5N9,0,V5C5N9,BC
V5C5P1,0,V5C5P1,BC
V5C5P2,0.4,V5C5P2,BC
V5C5P5,0,V5C5P5,BC
V5C5P7,0.4,V5C5P7,BC
V5C5P8,0.4,V5C5P8,BC
V5C5P9,0,V5C5P9,BC
V5C5R1,0,V5C5R1,BC
V5C5R2,0,V5C5R2,BC
V5C5R3,0,V5C5R3,BC
V5C5R4,0,V5C5R4,BC
V5C5R5,0,V5C5R5,BC
V5C5R6,0,V5C5R6,BC
V5C5R8,0,V5C5R8,BC
V5C5R9,0,V5C5R9,BC
V5C5S2,0,V5C5S2,BC
V5C5S4,0.2,V5C5S4,BC
V5C5S5,0,V5C5S5,BC
V5C5S6,0,V5C5S6,BC
V5C5S7,0,V5C5S7,BC
V5C5S8,0,V5C5S8,BC
V5C5S9,0,V5C5S9,BC
V5C5T1,0,V5C5T1,BC
V5C5T3,0,V5C5T3,BC
V5C5T5,0,V5C5T5,BC
V5C5T8,0,V5C5T8,BC
V5C5V1,0.2,V5C5V1,BC
V5C5V2,0,V5C5V2,BC
V5C5V3,0,V5C5V3,BC
V5C5V4,0,V5C5V4,BC
V5C5V5,0,V5C5V5,BC
V5C5V6,0,V5C5V6,BC
V5C5V7,0,V5C5V7,BC
V5C5V9,0,V5C5V9,BC
V5C5W1,0,V5C5W1,BC
V5C5W2,0,V5C5W2,BC
V5C5W3,0,V5C5W3,BC
V5C5W4,0.4,V5C5W4,BC
V5C5W6,0,V5C5W6,BC
V5C5W7,0.4,V5C5W7,BC
V5C5W9,0,V5C5W9,BC
V5C5X1,0,V5C5X1,BC
V5C5X2,0,V5C5X2,BC
V5C5X3,0,V5C5X3,BC
V5C5X4,0,V5C5X4,BC
V5C5X6,0,V5C5X6,BC
V5C5X7,0,V5C5X7,BC
V5C5X8,0,V5C5X8,BC
V5C5Y1,0,V5C5Y1,BC
V5C5Y2,0,V5C5Y2,BC
V5C5Y4,0,V5C5Y4,BC
V5C5Y5,0,V5C5Y5,BC
V5C5Y6,0,V5C5Y6,BC
V5C5Y7,0,V5C5Y7,BC
V5C5Y8,0,V5C5Y8,BC
V5C5Z1,0.4,V5C5Z1,BC
V5C5Z2,0,V5C5Z2,BC
V5C5Z3,0,V5C5Z3,BC
V5C5Z4,0,V5C5Z4,BC
V5C5Z6,0,V5C5Z6,BC
V5C5Z7,0,V5C5Z7,BC
V5C5Z8,0,V5C5Z8,BC
V5C5Z9,0,V5C5Z9,BC
V5C6A3,0,V5C6A3,BC
V5C6A4,0,V5C6A4,BC
V5C6A5,0,V5C6A5,BC
V5C6A6,0,V5C6A6,BC
V5C6A7,0,V5C6A7,BC
V5C6A8,0,V5C6A8,BC
V5C6A9,0,V5C6A9,BC
V5C6B1,0,V5C6B1,BC
V5C6B2,0,V5C6B2,BC
V5C6B3,0,V5C6B3,BC
V5C6B4,0,V5C6B4,BC
V5C6B6,0.4,V5C6B6,BC
V5C6B8,0,V5C6B8,BC
V5C6B9,0.4,V5C6B9,BC
V5C6C1,0,V5C6C1,BC
V5C6C4,0,V5C6C4,BC
V5C6C5,0,V5C6C5,BC
V5C6C6,0,V5C6C6,BC
V5C6C7,0,V5C6C7,BC
V5C6C8,0.2,V5C6C8,BC
V5C6C9,0.2,V5C6C9,BC
V5C6E1,0,V5C6E1,BC
V5C6E3,0,V5C6E3,BC
V5C6E4,0.4,V5C6E4,BC
V5C6E9,0.4,V5C6E9,BC
V5C6G1,0,V5C6G1,BC
V5C6G2,0,V5C6G2,BC
V5C6G3,0,V5C6G3,BC
V5C6G4,0,V5C6G4,BC
V5C6G5,0,V5C6G5,BC
